id,file_name,clauseField,law_text
101,041_온라인게임_가공.json,25,"제10조(채무의 이행) 채무의 이행에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다.
  2. 상당한 이유 없이 사업자가 이행하여야 할 급부를 일방적으로 중지할 수 있게 하거나 제3자에게 대행할 수 있게 하는 조항"
990,053_임대차계약_가공.json,5,"제10조(채무의 이행) 채무의 이행에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다.
 1. 상당한 이유 없이 급부의 내용을 사업자가 일방적으로 결정하거나 변경할 수 있도록 권한을 부여하는 조항"
0,120_분양계약_가공.json,3,"제10조(채무의 이행) 채무의 이행에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다.
1. 상당한 이유 없이 급부의 내용을 사업자가 일방적으로 결정하거나 변경할 수 있도록 권한을 부여하는 조항"
654,064_가맹계약_가공.json,1,"제10조(채무의 이행) 채무의 이행에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다.
1. 상당한 이유 없이 급부의 내용을 사업자가 일방적으로 결정하거나 변경할 수 있도록 권한을 부여하는 조항
  2. 상당한 이유 없이 사업자가 이행하여야 할 급부를 일방적으로 중지할 수 있게 하거나 제3자에게 대행할 수 있게 하는 조항"
305,006_은행여신거래_가공.json,8,"제11조(고객의 권익 보호)
고객의 권익에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다.
 2. 고객에게 주어진 기한의 이익을 상당한 이유 없이 박탈하는 조항"
405,012_공급계약_가공.json,2,"제11조(고객의 권익 보호)
고객의 권익에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다.
1. 법률에 따른 고객의 항변권, 상계권 등의 권리를 상당한 이유 없이 배제하거나 제한하는 조항"
784,010_은행여신거래_가공.json,8,"제11조(고객의 권익 보호)
고객의 권익에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다.
2. 고객에게 주어진 기한의 이익을 상당한 이유 없이 박탈하는 조항"
25,044_매매계약_가공.json,43,"제11조(고객의 권익 보호) 
고객의 권익에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다.
  1. 법률에 따른 고객의 항변권, 상계권 등의 권리를 상당한 이유 없이 배제하거나 제한하는 조항"
284,006_통신방송서비스_가공.json,41,"제11조(고객의 권익 보호) 
고객의 권익에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다.
  2. 고객에게 주어진 기한의 이익을 상당한 이유 없이 박탈하는 조항"
171,150_체육시설_가공.json,39,"제11조(고객의 권익 보호) 
고객의 권익에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다.
  3. 고객이 제3자와 계약을 체결하는 것을 부당하게 제한하는 조항"
814,019_자동차리스및렌트_가공.json,38,"제11조(고객의 권익 보호) 
고객의 권익에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다.
 1. 법률에 따른 고객의 항변권, 상계권 등의 권리를 상당한 이유 없이 배제하거나 제한하는 조항"
422,008_통신방송서비스_가공.json,41,"제11조(고객의 권익 보호) 
고객의 권익에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다.
 3. 고객이 제3자와 계약을 체결하는 것을 부당하게 제한하는 조항"
13,162_공급계약_가공.json,2,"제11조(고객의 권익 보호) 
고객의 권익에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다.
1. 법률에 따른 고객의 항변권, 상계권 등의 권리를 상당한 이유 없이 배제하거나 제한하는 조항"
10,026_공급계약_가공.json,2,"제11조(고객의 권익 보호) 
고객의 권익에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다.
2. 고객에게 주어진 기한의 이익을 상당한 이유 없이 박탈하는 조항"
55,026_가맹계약_가공.json,1,"제11조(고객의 권익 보호) 
고객의 권익에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다.
3. 고객이 제3자와 계약을 체결하는 것을 부당하게 제한하는 조항"
536,044_자동차리스및렌트_가공.json,38,"제11조(고객의 권익 보호) 
고객의 권익에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다. 
1. 법률에 따른 고객의 항변권, 상계권 등의 권리를 상당한 이유 없이 배제하거나 제한하는 조항"
337,102_분양계약_가공.json,3,"제11조(고객의 권익 보호) 고객의 권익에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다
3. 고객이 제3자와 계약을 체결하는 것을 부당하게 제한하는 조항"
65,149_임대차계약_가공.json,5,"제11조(고객의 권익 보호) 고객의 권익에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다.
  1. 법률에 따른 고객의 항변권(抗辯權), 상계권(相計權) 등의 권리를 상당한 이유 없이 배제하거나 제한하는 조항"
3,016_교육_가공.json,42,"제11조(고객의 권익 보호) 고객의 권익에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다.
  1. 법률에 따른 고객의 항변권, 상계권 등의 권리를 상당한 이유 없이 배제하거나 제한하는 조항"
846,067_매매계약_가공.json,43,"제11조(고객의 권익 보호) 고객의 권익에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다.
  2. 고객에게 주어진 기한의 이익을 상당한 이유 없이 박탈하는 조항"
1513,095_임대차계약_가공.json,5,"제11조(고객의 권익 보호) 고객의 권익에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다.
  3. 고객이 제3자와 계약을 체결하는 것을 부당하게 제한하는 조항"
42,015_신용카드_가공.json,7,"제11조(고객의 권익 보호) 고객의 권익에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다.
  4. 사업자가 업무상 알게 된 고객의 비밀을 정당한 이유 없이 누설하는 것을 허용하는 조항"
170,012_임대차계약_가공.json,5,"제11조(고객의 권익 보호) 고객의 권익에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다.
 1. 법률에 따른 고객의 항변권, 상계권 등의 권리를 상당한 이유 없이 배제하거나 제한하는 조항"
1463,008_임대차계약_가공.json,5,"제11조(고객의 권익 보호) 고객의 권익에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다.
 2. 고객에게 주어진 기한의 이익을 상당한 이유 없이 박탈하는 조항"
94,124_분양계약_가공.json,3,"제11조(고객의 권익 보호) 고객의 권익에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다.
1. 법률에 따른 고객의 항변권, 상계권 등의 권리를 상당한 이유 없이 배제하거나 제한하는 조항"
498,137_분양계약_가공.json,3,"제11조(고객의 권익 보호) 고객의 권익에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다.
1. 법률에 따른 고객의 항변권, 상계권 등의 권리를 상당한 이유 없이 배제하거나 제한하는 조항
3. 고객이 제3자와 계약을 체결하는 것을 부당하게 제한하는 조항"
924,011_렌트(자동차이외)_가공.json,28,"제11조(고객의 권익 보호) 고객의 권익에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다.
2. 고객에게 주어진 기한의 이익을 상당한 이유 없이 박탈하는 조항"
361,138_분양계약_가공.json,3,"제11조(고객의 권익 보호) 고객의 권익에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다.
3. 고객이 제3자와 계약을 체결하는 것을 부당하게 제한하는 조항"
1511,062_가맹계약_가공.json,1,"제11조(고객의 권익 보호) 고객의 권익에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다. 
1. 법률에 따른 고객의 항변권, 상계권 등의 권리를 상당한 이유 없이 배제하거나 제한하는 조항"
57,028_게임_가공.json,25,"제12조(의사표시의 의제) 
의사표시에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다."
147,012_교육_가공.json,42,"제12조(의사표시의 의제) 
의사표시에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다.
  2. 고객의 의사표시의 형식이나 요건에 대하여 부당하게 엄격한 제한을 두는 조항"
67,050_매매계약_가공.json,43,"제12조(의사표시의 의제) 
의사표시에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다.
  4. 고객의 이익에 중대한 영향을 미치는 사업자의 의사표시 기한을 부당하게 길게 정하거나 불확정하게 정하는 조항"
1548,007_교육_가공.json,42,"제12조(의사표시의 의제) 
의사표시에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다.
 2. 고객의 의사표시의 형식이나 요건에 대하여 부당하게 엄격한 제한을 두는 조항"
655,071_상조서비스_가공.json,33,"제12조(의사표시의 의제) 
의사표시에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다.
1. 일정한 작위 또는 부작가 있을 경우 고객의 의사표시가 표명되거나 표명되지 아니한 것으로 보는 조항."
1395,092_공급계약_가공.json,2,"제12조(의사표시의 의제) 
의사표시에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다.
1. 일정한 작위 또는 부작가 있을 경우 고객의 의사표시가 표명되거나 표명되지 아니한 것으로 보는 조항. 다만, 고객에게 상당한 기한 내에 의사표시를 하지 아니하면 의사표시가 표명되거나 표명되지 아니한 것으로 본다는 뜻을 명확하게 따로 고지한 경우이거나 부득이한 사유로 그러한 고지를 할 수 없는 경우에는 그러하지 아니하다."
341,075_상조서비스_가공.json,33,"제12조(의사표시의 의제) 
의사표시에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다.
1. 일정한 작위 또는 부작위가 있을 경우 고객의 의사표시가 표명되거나 표명되지 아니한 것으로 보는 조항."
310,123_공급계약_가공.json,2,"제12조(의사표시의 의제) 
의사표시에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다.
1. 일정한 작위 또는 부작위가 있을 경우 고객의 의사표시가 표명되거나 표명되지 아니한 것으로 보는 조항. 다만, 고객에게 상당한 기한 내에 의사표시를 하지 아니하면 의사표시가 표명되거나 표명되지 아니한 것으로 본다는 뜻을 명확하게 따로 고지한 경우이거나 부득이한 사유로 그러한 고지를 할 수 없는 경우에는 그러하지 아니하다."
328,062_체육시설_가공.json,39,"제12조(의사표시의 의제) 
의사표시에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다.
2. 고객의 의사표시의 형식이나 요건에 대하여 부당하게 엄격한 제한을 두는 조항"
136,038_가맹계약_가공.json,1,"제12조(의사표시의 의제) 
의사표시에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다.
3. 고객의 이익에 중대한 영향을 미치는 사업자의 의사표시가 상당한 이유 없이 고객에게 도달된 것으로 보는 조항"
84,055_상조서비스_가공.json,33,제12조(의사표시의 의제) 의사표시에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다.
160,009_신용카드_가공.json,7,"제12조(의사표시의 의제) 의사표시에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다.
  1. 일정한 작위 또는 부작위가 있을 경우 고객의 의사표시가 표명되거나 표명되지 아니한 것으로 보는 조항."
104,057_상조서비스_가공.json,33,"제12조(의사표시의 의제) 의사표시에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다.
  1. 일정한 작위 또는 부작위가 있을 경우 고객의 의사표시가 표명되거나 표명되지 아니한 것으로 보는 조항. 다만, 고객에게 상당한 기한 내에 의사표시를 하지 아니하면 의사표시가 표명되거나 표명되지 아니한 것으로 본다는 뜻을 명확하게 따로 고지한 경우이거나 부득이한 사유로 그러한 고지를"
454,001_신용카드_가공.json,7,"제12조(의사표시의 의제) 의사표시에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다.
  1. 일정한 작위 또는 부작위가 있을 경우 고객의 의사표시가 표명되거나 표명되지 아니한 것으로 보는 조항. 다만, 고객에게 상당한 기한 내에 의사표시를 하지 아니하면 의사표시가 표명되거나 표명되지 아니한 것으로 본다는 뜻을 명확하게 따로 고지한 경우이거나 부득이한 사유로 그러한 고지를 할 수 없는 경우"
1625,015_상조서비스_가공.json,33,"제12조(의사표시의 의제) 의사표시에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다.
  1. 일정한 작위(作爲) 또는 부작위(不作爲)가 있을 경우 고객의 의사표시가 표명되거나 표명되지 아니한 것으로 보는 조항. 다만, 고객에게 상당한 기한 내에 의사표시를 하지 아니하면 의사표시가 표명되거나 표명되지 아니한 것으로 본다는 뜻을 명확하게 따로 고지한 경우이거나 부득이한 사유로 그러한 고지를 할 수 없는 경우에는 그러하지 아니하다."
1058,068_매매계약_가공.json,43,"제12조(의사표시의 의제) 의사표시에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다.
  2. 고객의 의사표시의 형식이나 요건에 대하여 부당하게 엄격한 제한을 두는 조항"
130,119_매매계약_가공.json,43,"제12조(의사표시의 의제) 의사표시에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다.
  3. 고객의 이익에 중대한 영향을 미치는 사업자의 의사표시가 상당한 이유 없이 고객에게 도달된 것으로 보는 조항"
1090,012_상조서비스_가공.json,33,"제12조(의사표시의 의제) 의사표시에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다.
1. 일정한 작위 또는 부작위가 있을 경우 고객의 의사표시가 표명되거나 표명되지 아니한 것으로 보는 조항. 다만, 고객에게 상당한 기한 내에 의사표시를 하지 아니하면 의사표시가 표명되거나 표명되지 아니한 것으로 본다는 뜻을 명확하게 따로 고지한 경우이거나 부득이한 사유로 그러한 고지를 할 수 없는 경우"
362,138_분양계약_가공.json,3,"제12조(의사표시의 의제) 의사표시에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다.
1. 일정한 작위 또는 부작위가 있을 경우 고객의 의사표시가 표명되거나 표명되지 아니한 것으로 보는 조항. 다만, 고객에게 상당한 기한 내에 의사표시를 하지 아니하면 의사표시가 표명되거나 표명되지 아니한 것으로 본다는 뜻을 명확하게 따로 고지한 경우이거나 부득이한 사유로 그러한 고지를 할 수 없는 경우에는 그러하지 아니하다."
359,082_체육시설_가공.json,39,"제12조(의사표시의 의제) 의사표시에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다.
2. 고객의 의사표시의 형식이나 요건에 대하여 부당하게 엄격한 제한을 두는 조항"
263,122_분양계약_가공.json,3,"제12조(의사표시의 의제) 의사표시에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다.
3. 고객의 이익에 중대한 영향을 미치는 사업자의 의사표시가 상당한 이유 없이 고객에게 도달된 것으로 보는 조항"
347,106_산후조리원_가공.json,32,"제14조(소송 제기의 금지 등)
1. 고객에게 부당하게 불리한 소송 제기 금지 조항 또는 재판관할의 합의 조항"
938,009_상품권_가공.json,34,"제14조(소송 제기의 금지 등)
소송 제기 등과 관련된 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 조항은 무효로 한다.
  1. 고객에게 부당하게 불리한 소송 제기 금지 조항 또는 재판관할의 합의 조항"
140,027_매매계약_가공.json,43,"제14조(소송 제기의 금지 등) 
소송 제기 등과 관련된 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 조항은 무효로 한다."
64,016_상품권_가공.json,34,"제14조(소송 제기의 금지 등) 
소송 제기 등과 관련된 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 조항은 무효로 한다.
  1. 고객에게 부당하게 불리한 소송 제기 금지 조항 또는 재판관할의 합의 조항"
1679,026_온라인게임_가공.json,25,"제14조(소송 제기의 금지 등) 
소송 제기 등과 관련된 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 조항은 무효로 한다.
  1. 고객에게 부당하게 불리한 소송 제기 금지 조항 또는 재판관할의 합의 조항
  2. 상당한 이유 없이 고객에게 입증책임을 부담시키는 약관 조항"
1031,018_상품권_가공.json,34,"제14조(소송 제기의 금지 등) 
소송 제기 등과 관련된 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 조항은 무효로 한다.
 1. 고객에게 부당하게 불리한 소송 제기 금지 조항 또는 재판관할의 합의 조항"
266,017_체육시설_가공.json,39,"제14조(소송 제기의 금지 등) 
소송 제기 등과 관련된 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 조항은 무효로 한다.
1. 고객에게 부당하게 불리한 소송 제기 금지 조항 또는 재판관할의 합의 조항"
194,043_공급계약_가공.json,2,"제14조(소송 제기의 금지 등) 
소송 제기 등과 관련된 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 조항은 무효로 한다.
1. 고객에게 부당하게 불리한 소송 제기 금지 조항 또는 재판관할의 합의 조항
2. 상당한 이유 없이 고객에게 입증책임을 부담시키는 약관 조항"
56,026_가맹계약_가공.json,1,"제14조(소송 제기의 금지 등) 
소송 제기 등과 관련된 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 조항은 무효로 한다.
2. 상당한 이유 없이 고객에게 입증책임을 부담시키는 약관 조항"
60,010_임대차계약_가공.json,5,제14조(소송 제기의 금지 등) 소송 제기 등과 관련된 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 조항은 무효로 한다.
209,134_산후조리원_가공.json,32,"제14조(소송 제기의 금지 등) 소송 제기 등과 관련된 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 조항은 무효로 한다.
  1. 고객에게 부당하게 불리한 소송 제기 금지 조항 또는 재판관할의 합의 조항"
